id,Name,Calcium_mg,Calories,Cholesterol <_mg,Cholesterol_mg,Contains,Dietary Fiber <_g,Dietary Fiber_g,Ingredients,Iron_mg,Potas._mg,Protein_g,Saturated Fat_g,Serving Size,Sodium_mg,Total Carbohydrate <_g,Total Carbohydrate_g,Total Fat_g,Total Sugars <_g,Total Sugars_g,Trans Fat_g,Vit. D_mcg
417,Blueberry Pancake (v),15.0,70,5.0,,"Eggs, Milk, Soy, Wheat",,0.0,"Water, Pancake Mix(Enriched Bleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar, Dextrose, Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate), Salt, Defatted Soy Flour, Soybean Oil, Buttermilk. OR Enriched Flour (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar, Dextrose, Palm Oil, Leavening (Baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate). Contains 2% Or Less Of: Buttermilk, Salt, Eggs With Sodium Silicoaluminate, Soy Flour. Contains Wheat, Milk, Egg And Soy Ingredients. CATERING ONLY : Bleached Wheat Flour (enriched with niacin, iron, thiamine mononitrate, riboflavin, malted barely and folic acid), Corn flour, Dextrose, Whey (milk), Soybean Oil (citric acid added as preservative), Leavening (Sodium bicarbonate, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate), Salt, Butter Milk. Contains Wheat and Milk), Wild Blueberry (Frozen)(Wild Blueberries), Vegalene Spray(A blend of Canola Oil, Phosphated Mono & Diglycerides, Natural Flavor and Propellant.)",0.65,0.0,1.0,0.5,Pancake (92g),220.0,,13.0,1.5,,3.0,0.0,0.0
418,Matzo Brei (v),25.0,470,,105.0,"Eggs, Wheat",,4.0,"Matzo Cracker(Organic Passover Whole Wheat Flour and Water. OR Unbleached Unbromated Passover Wheat Flour and Water Only.), Fresh Cage Free Egg(Egg), Water",3.18,160.0,15.0,1.5,Piece (142g),55.0,,86.0,4.0,,,,0.7
419,Sausage Patty Chicken,0.0,80,,40.0,,,0.0,"Chicken, Water, Salt, Spices, Dextrose (Corn), Flavoring, Turbinado Sugar, Lime Juice Concentrate. * No Antibiotics Ever",0.4,90.0,7.0,2.0,Patty (43g),280.0,,0.0,6.0,,0.0,0.0,0.0
420,Santa Fe Salad (vgn),13.0,100,,0.0,,,3.0,"Whole Kernel Corn (vgn)(Corn, Water, Sugar, Salt), Pinto Bean(Prepared Pinto Beans, Water, Salt, Calcium Chloride (Added To Maintain Firmness) And Calcium Disodium EDTA Added To Preserve Color), Brown Rice(Long Grain Brown Rice), Distilled White Vinegar(Distilled vinegar reduced with water to 5% acidity.), Onions, Jalapeno(Jalapeno), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Fresh Herbs(Cilantro), Spices(Chili pepper, spices, salt, silicon dioxide (added to make free flowing), and garlic.), Kosher Salt(Kosher Salt), Water",0.48,150.0,3.0,0.0,1/2 Cup (114g),230.0,,17.0,2.0,,3.0,0.0,0.0
421,Sliced Cantalope (vgn),8.0,30,,0.0,,1.0,,Cantaloupe (vgn)(Melon),0.32,130.0,1.0,0.0,Slice (83g),25.0,,7.0,0.0,,7.0,0.0,0.0
422,Sliced Honeydew (vgn),8.0,45,,0.0,,,1.0,Honeydew Melon (vgn)(Melon Honeydew),0.22,290.0,1.0,0.0,Slice (128g),25.0,,12.0,0.0,,10.0,0.0,0.0
423,Grapefruit Halves (vgn),50.0,90,,0.0,,,4.0,Red Grapefruit (vgn)(Grapefruit),0.18,310.0,2.0,0.0,Half (227g),0.0,,24.0,0.0,,16.0,0.0,0.0
424,Sliced Pineapple (vgn),11.0,50,,0.0,,1.0,,"Sliced Pineapple (vgn)(Pineapple, pineapple juice, water and clarified pineapple juice concentrate PID255D)",0.23,100.0,0.0,0.0,Slice (81g),0.0,,13.0,0.0,,12.0,0.0,0.0
425,Cinnamon and Sugar Muffin (v),61.0,230,,30.0,"Eggs, Milk, Soy, Wheat",,1.0,"All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Homogenized Milk(Milk, vitamin D3), Fresh Cage Free Egg(Egg), Raisin (vgn), Granulated Sugar (vgn)(Sugar), Unsweetened Applesauce(Apples, Water, Citric Acid, Ascorbid Acid), Margarine (vgn)(Oil blend (palm, soybean, canola, and olive oils), water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural &artificial flavor, potassium sorbate and calcium disodium edta (to preserve freshness), lactic acid, vitamin a palmitate, beta-carotene color. OR Palm oil, water, soybean oil, contains less than 2% of salt, whey, vegetable mono & diglycerides, soy lecithin, artificial flavor, beta carotene (color), vitamin A palmitate added.), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Vegalene Spray(A blend of Canola Oil, Phosphated Mono & Diglycerides, Natural Flavor and Propellant.), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Spices(Ground Cinnamon)",1.52,100.0,4.0,2.0,Muffin (80g),200.0,,37.0,7.0,,15.0,0.0,0.3
426,Raisin Buttermilk Scone (v),162.0,190,,15.0,"Eggs, Milk, Soy, Wheat",,1.0,"Cake Flour(Bleached Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Buttermilk(Skim Milk, Non Fat Milk Solids, Culture, and Salt.), Margarine (vgn)(Oil blend (palm, soybean, canola, and olive oils), water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural &artificial flavor, potassium sorbate and calcium disodium edta (to preserve freshness), lactic acid, vitamin a palmitate, beta-carotene color. OR Palm oil, water, soybean oil, contains less than 2% of salt, whey, vegetable mono & diglycerides, soy lecithin, artificial flavor, beta carotene (color), vitamin A palmitate added.), Raisin (vgn), Fresh Cage Free Egg(Egg), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Baking Soda(Sodium bicarbonate), Vegalene Spray(A blend of Canola Oil, Phosphated Mono & Diglycerides, Natural Flavor and Propellant.), Salt (vgn)(Salt, Yellow Prussiate Of Soda.)",1.41,85.0,3.0,2.5,Scone (62g),360.0,,28.0,8.0,,8.0,0.0,0.1
427,Chicken Brown Rice Soup,11.0,60,,10.0,Soy,1.0,,"Water, Brown Rice(Long Grain Brown Rice), Halal Chicken Thigh(Halal Chicken Thigh), Fresh Whole Carrot(Carrot), Celery, Diced(Celery), Onions, Chicken Base(Roasted Chicken, Salt, Sugar, Hydrolyzed Corn Protein, Contains 2% Or Less Of Chicken Fat, Onion Powder, Disodium Inosinate, Disodium Guanylate, Extractive of Turmeric (Color), Spice Extractive. OR Roasted Chicken, Salt, Hydrolyzed Corn Protein, Sugar, Chicken Fat, Maltodextrin, Containes 2% or less of Yeast Extract, Onion Powder, Disodium Inosinate, Disodium Guanylate, Turmeric (Color), Natural Flavoring, Extractive Of Annatto (Color).), Peeled Garlic Clove, Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Ground White Pepper), Spices(Whole Bay Leaves)",0.34,85.0,3.0,0.0,6 oz Ladle (158g),270.0,,8.0,1.5,,1.0,0.0,0.0
428,Char Grilled Pork Chop,23.0,170,,50.0,Pork,,0.0,"Pork Chop, Ctr Cut,5-6 Oz, Kosher Salt(Kosher Salt), Spices(Black Pepper)",0.54,260.0,19.0,3.5,3 oz (79g),270.0,,0.0,10.0,,0.0,0.0,0.7
429,Chicken Bean & Rice Burrito,139.0,360,,40.0,"Soy, Wheat",,6.0,"Flour Tortilla (vgn), Pinto Bean(Pinto Beans), Halal Chicken Thigh(Halal Chicken Thigh), Long Grain Rice, Diced Green Chilie(Diced green chile peppers, water, salt, citric acid, calcium chloride.), El Pato Hot Sauce(Tomato puree, water, chilies, onions, garlic, salt, spices, FD&C yellow no. 5.), Onions, Peeled Garlic Clove, Spices(Ground White Pepper), Spices(Black Cumin Seed), Kosher Salt(Kosher Salt), Spices(Basil Leaves), Water",4.28,420.0,20.0,2.5,Burrito (198g),350.0,,46.0,9.0,1.0,,,0.0
430,Bean & Rice Tostada (vgn),48.0,250,,0.0,Soy,,6.0,"Pinto Bean(Ingredients: Pinto Beans), Long Grain Rice, Tostada Shell(Ground corn treated with lime, vegetable oil (may contain one or more of the following: soybean oil, corn oil) with tbhq and citric acid, water. OR Whole grain corn masa flour, vegetable oil (soybean and/or corn and/or canola oil), salt, trace of lime.), All Roma Tomatoes(Tomato), Onions, Jumbo Carrot, Red Bell Pepper, Red Chile Sauce(Water, dried red chile peppers, salt, cottonseed oil, cider vinegar, garlic powder, spice, fumaric acid, olive oil, calcium hydroxide), El Pato Hot Sauce(Tomato puree, water, chilies, onions, garlic, salt, spices, FD&C yellow no. 5.), Mirepoix Base(Sauteed Pureed Carrots, Celery, and Onions (With Canola Oil),Salt, Sugar, Hydrolyzed Corn Protein, Onion Powder, Yeast Extract, Food Starch - Modified, Carrot Powder, Turmeric (Color), Spice Extractives, Citric Acid.), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Kosher Salt(Kosher Salt), Peeled Garlic Clove, Spices(Chili pepper, spices, salt, silicon dioxide (added to make free flowing), and garlic.), Spices(Black Pepper), Spices(Black Cumin Seed), Spices(Garlic Powder), Spices(Cloves), Water",1.58,330.0,8.0,1.5,Tostada (146g),210.0,,42.0,6.0,1.0,,,0.0
431,Cheese Pizza (v),211.0,250,,25.0,"Milk, Wheat",,1.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), Cheese Mozzarella(Cultured Pasteurized Milk, Salt and Enzymes (microbial).), Warm Water, Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Tomato Paste(Vine-ripened fres tomatoes and naturally dervied citric acid.), Ground Tomato(Vine-ripened fresh tomatoes and salt. OR Vine-ripened fresh tomatoes, salt and naturally derived citric acid.), Water, Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Granulated garlic), Granulated Sugar (vgn)(Sugar), Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Kosher Salt(Kosher Salt), Spices(Crushed Red Pepper Flake), Spices(Basil Leaves), Spices(Oregano Leaves), Fresh Herbs, Spices(Black Pepper), Spices(Ground White Pepper)",1.69,115.0,12.0,5.0,Slice (104g),390.0,,28.0,10.0,,2.0,0.0,0.0
432,Penne with Chicken & Mushrooms,18.0,290,,60.0,Wheat,,2.0,"Penne Pasta(Semolina (Wheat), Durum Wheat Flour, Niacin, Iron (Ferrous Sulfate), Thiamine Mononitrate, Riboflavin, Folic Acid. May Contain Eggs.OR Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamin Mononitrate, Riboflavin, Folic Acid), Chicken Breast Boneless/Skinless Random(Boneless, skinless chicken breast filets with rib meat.), Tomatoes, Mature Mushroom #2(Mushroom), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Peeled Garlic Clove, Fresh Herbs",1.98,410.0,25.0,0.5,6 OZ (217g),210.0,,38.0,6.0,,2.0,0.0,1.4
433,Pasta Pronto (vgn),35.0,180,,0.0,Wheat,,2.0,"Penne Pasta(Semolina (Wheat), Durum Wheat Flour, Niacin, Iron (Ferrous Sulfate), Thiamine Mononitrate, Riboflavin, Folic Acid. May Contain Eggs.OR Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamin Mononitrate, Riboflavin, Folic Acid), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Broccoli Florette (vgn), Red Bell Pepper Strip, Sundried Julienne Tomato(Sun-dried tomato strips, glucose, salt, citric acid, sulfur dioxide (as a preservative). Contains Sulfites.), Mature Mushroom #2(Mushroom), Onions, Celery, Chopped(Celery), Peeled Garlic Clove, Green Bell Pepper(Bell Pepper), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Carrot, Chopped, Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Kosher Salt(Kosher Salt), Spices(Black Pepper), Fresh Herbs, Fresh Herbs(Oregano)",1.44,510.0,7.0,0.0,3/4 Cup (165g),390.0,,35.0,2.5,,6.0,0.0,0.6
434,Salsa Salad (vgn),16.0,25,,0.0,,1.0,,"Tomatoes, Cucumbers, Diced(Cucumber), Green Onions, Sliced(Green Onion), Jalapeno(Jalapeno), Lemons(Lemon), Fresh Herbs(Cilantro), Spices(Garlic Powder), Celery Salt(Salt and celery seed. OR Salt, Celery Seed and not more than 2% Tricalcium Phosphate (added to prevent caking).), Spices(Black Pepper)",0.24,210.0,1.0,0.0,1/2 Cup (111g),45.0,,4.0,0.0,,0.0,0.0,0.0
435,Italian Cream Cake (v),28.0,410,,25.0,"Eggs, Milk, Soy, Wheat",,1.0,"Powdered Sugar(Sugar, Corn Starch), Granulated Sugar (vgn)(Sugar), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Buttermilk(Skim Milk, Non Fat Milk Solids, Culture, and Salt.), Margarine (vgn)(Oil blend (palm, soybean, canola, and olive oils), water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural &artificial flavor, potassium sorbate and calcium disodium edta (to preserve freshness), lactic acid, vitamin a palmitate, beta-carotene color. OR Palm oil, water, soybean oil, contains less than 2% of salt, whey, vegetable mono & diglycerides, soy lecithin, artificial flavor, beta carotene (color), vitamin A palmitate added.), Cream Cheese *ccp(Pasteurized Milk and Cream, Salt, Cheese Cultures (Microbial), Stabilizers (Guar Gum And Carob Bean Gum. OR Pasteurized Milk and Cream, Salt, Carob Bean Gum, Cheese Culture), Fresh Cage Free Egg Whites(Cage Free Egg Whites, Guar Gum and Triethyl Citrate (Whipping Aids)), Fresh Cage Free Egg(Egg), Coconut(Desiccated Coconut Processed With Sugar, Water, Propylene Glycol, Salt, Sodium Metabisulfite Added As Preservative. May Contain Eggs, Milk, Peanuts, Soy, Tree Nuts, Wheat.), Shortening(Palm Oil. OR Partially Hydrogenated Soybean And Cottonseed Oils.), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Baking Soda(Sodium bicarbonate), Vegalene Spray(A blend of Canola Oil, Phosphated Mono & Diglycerides, Natural Flavor and Propellant.), Salt (vgn)(Salt, Yellow Prussiate Of Soda.)",1.12,50.0,4.0,8.0,Slice (109g),210.0,,55.0,19.0,,42.0,0.0,0.1
436,Turkey Sub Sandwich,273.0,350,,20.0,"Milk, Soy, Wheat",,6.0,"Wide French Baguette(Flour Enriched Unbleached, Water, Salt, Yeast, Naturell (Wheat Flour, Malt Barley Flour, Ascorbic Acid, Soybean Oil, Enzymes). Breads And Other Products May Contain Soy, Milk, Eggs, Dairy Products, And Nuts.), Oven Roasted Turkey Breast(Turkey Breast, Turkey Broth, Salt, Dextrose (Corn or Rice), Carrageenan, Sodium Phosphate, Sodium Erythorbate, Sodium Nitrite. OR Turkey Breast, Turkey Broth, Salt, Dextrose (Corn or Rice), Carrageenan, Sodium Phosphsate. OR Turkey Breast, Salt), Mixed Spring Lettuce(Spring Mix), Provolone Cheese, Sliced(Cultured Pasteurized Milk, Salt, Enzymes (Microbial). Kosher and Halal Certified.), Onions(Red Onion), Pepperoncini (vgn)(Pepperoncini, Water, Salt, Vinegar, Citric Acid, Sodium Bisulfite (To Retain Color) Sodium Benzoate (As A Preservative), Turmeric.), Tomatoes, Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Red Wine Vinegar(Red Wine Vinegar, Potassium Metabisulfite, Diluted With Water To 5% Acidity.), Water, Dry Italian Dressing Mix(Salt, Sugar, Dehydrated Garlic (Sulfites), Dehydrated Onion, Maltodextrin, Spices, Yeast Extract, Guar Gum, Dehydratedred Bell Peppers, Xanthan Gum, High Oleic Sunflower Oil, Lemon Juice Solids,Extractives Of Paprika (Color), Natural Flavor. May Contain Top 9 Allergens.)",1.28,200.0,23.0,2.5,Sandwich (212g),1090.0,,37.0,13.0,,2.0,0.0,0.0
437,Sausage Link,0.0,190,,35.0,Pork,,0.0,"Sausage Links- *ccp(Pork, Water, Salt, Spices, Sugar, Dextrose, Natural Flavoring, Lime Juice Concentrate.)",0.4,90.0,7.0,7.0,2 Links (45g),310.0,,0.0,18.0,,0.0,0.0,0.0
438,Spinach Salad (v),40.0,90,,40.0,Eggs,1.0,,"Fresh Spinach(Spinach), Fresh Cage Free Egg(Egg), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Onions(Red Onion), Balsamic Vinegar (vgn)(Balsamic Vinegar, Sulfur Dioxide.), Granulated Sugar (vgn)(Sugar), Lemons, Dijon Mustard(Water, Mustard Seeds, Distilled Vinegar, Salt, Citric Acid.), Kosher Salt(Kosher Salt), Spices(Black Pepper), Spices(Basil Leaves)",1.06,190.0,2.0,1.0,1/2 Cup (59g),120.0,,4.0,8.0,,3.0,0.0,0.3
439,Pumpkin & Walnut Muffin (w/nuts) (v),17.0,270,,15.0,"Eggs, Soy, Tree Nuts, Wheat",,1.0,"Granulated Sugar (vgn)(Sugar), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Libby Brand Pumpkin(Pumpkin), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Fresh Cage Free Egg(Egg), Shelled Walnuts, Chopped(Walnuts. Packed in a facility that processes on shared equipment with Peanuts, Tree Nuts, Wheat, Soy, and Egg.), Raisin (vgn), Margarine (vgn)(Oil blend (palm, soybean, canola, and olive oils), water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural &artificial flavor, potassium sorbate and calcium disodium edta (to preserve freshness), lactic acid, vitamin a palmitate, beta-carotene color. OR Palm oil, water, soybean oil, contains less than 2% of salt, whey, vegetable mono & diglycerides, soy lecithin, artificial flavor, beta carotene (color), vitamin A palmitate added.), Baking Soda(Sodium bicarbonate), Spices(Ground Cinnamon), Vegalene Spray(A blend of Canola Oil, Phosphated Mono & Diglycerides, Natural Flavor and Propellant.), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Spices(Cloves), Spices(Nutmeg), Spices(Ground allspice)",2.35,70.0,3.0,1.5,Muffin (77g),190.0,,40.0,12.0,,25.0,0.0,0.1
440,Whole Plain Greek Yogurt (v),57.0,60,,15.0,Milk,,0.0,"Grade A Pasteurized Whole Milk, Live Active Cultures. Cultured after Pasteurization.",0.0,80.0,2.0,3.0,1/4 Cup (57g),25.0,,3.0,4.5,,2.0,0.0,0.0
441,Strawberry Yogurt (v),80.0,45,5.0,,Milk,,0.0,"Cultured Pasteurized Grade A Low Fat Milk, Strawberry Fruit (Sugar, Water, Strawberries, Corn Starch, Natural Flavor, Pectin, Locust Bean Gum, Fruit And Vegetable Juice For Color (Black Currant, Carrot), Citric Acid.)",0.0,110.0,2.0,0.0,1/4 Cup (57g),30.0,,8.0,0.5,,7.0,0.0,
442,Watermelon (vgn),9.0,35,,0.0,,,0.0,Watermelon,0.3,140.0,1.0,0.0,Slice (125g),0.0,,9.0,0.0,,8.0,0.0,0.0
443,Pineapple (vgn),9.0,45,,0.0,,1.0,,Pineapple,0.04,100.0,0.0,0.0,Slice (74g),0.0,,10.0,0.0,,8.0,0.0,0.0
444,Cinnamon Maple Granola (vgn),11.0,80,,0.0,"Oats, Wheat",,1.0,"Old Fashion Oatmeal(Whole Grain Rolled Oats), Maple Syrup (vgn)(Corn Syrup, High Fructose Corn Syrup, Water, Contains 2% or Less of Salt, Sodium Benzoate and Potassium Sorbate (Preservatives), Natural and Artificial Flavor, Caramel Color. OR Corn Syrup, High Fructose Corn Syrup, Water, Sugar, Natural & Artificial Flavor, Salt, Cellulose Gum, Sodium Citrate & Potassium Sorbate (as preservatives), Caramel Color), Canola Oil(Canola Oil), Sweetened Coconut Flake(Desiccated Coconut Processed With Sugar, Water, Propylene Glycol, Salt, Sodium Metabisulfite Added As Preservative. May Contain Eggs, Milk, Peanuts, Soy, Tree Nuts, Wheat.), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Spices(Ground Cinnamon)",0.47,45.0,1.0,1.0,Ounce (19g),0.0,,10.0,4.5,,3.0,0.0,0.0
445,Granola Honeydew Parfait (v),57.0,120,,0.0,"Milk, Oats, Wheat",,2.0,"Honeydew Melon (vgn)(Melon Honeydew), Peach Yogurt (v)(Cultured Pasteurized Grade A Low Fat Milk, Peach Fruit (Sugar, Water, Peaches, Corn Starch, Natural Flavor, Pectin, Locust Bean Gum, Annatto Exract for Color, Citric Acid).), Sustainable Fresh Strawberry(Strawberry), Old Fashion Oatmeal(Whole Grain Rolled Oats), Maple Syrup (vgn)(Corn Syrup, High Fructose Corn Syrup, Water, Contains 2% or Less of Salt, Sodium Benzoate and Potassium Sorbate (Preservatives), Natural and Artificial Flavor, Caramel Color. OR Corn Syrup, High Fructose Corn Syrup, Water, Sugar, Natural & Artificial Flavor, Salt, Cellulose Gum, Sodium Citrate & Potassium Sorbate (as preservatives), Caramel Color), Canola Oil(Canola Oil), Sweetened Coconut Flake(Desiccated Coconut Processed With Sugar, Water, Propylene Glycol, Salt, Sodium Metabisulfite Added As Preservative. May Contain Eggs, Milk, Peanuts, Soy, Tree Nuts, Wheat.), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Spices(Ground Cinnamon)",0.63,200.0,3.0,1.0,1/2 Cup (113g),20.0,,18.0,5.0,,10.0,,
446,Baby Spinach (vgn),28.0,5,,0.0,,1.0,,Spinach,0.77,160.0,1.0,0.0,1/2 Cup (28g),20.0,,1.0,0.0,,0.0,0.0,0.0
447,Raspberry White Choc Muffin (v),102.0,260,,45.0,"Eggs, Milk, Soy, Wheat",,1.0,"All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Heavy Cream(Milk, cream), Raspberry (Frozen)(Raspberry), Granulated Sugar (vgn)(Sugar), Fresh Cage Free Egg(Egg), Canola Oil(Canola Oil), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), White Chocolate Chip(Sugar, Cocoa Butter, Whole Milk Powder, Skim Milk Powder, Butteroil (Milk), Soya Lecithin (An Emulsifier), Vanilla Extract.), Butter Solid 1# Print(Pasteurized Cream, Salt), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Spices(Nutmeg)",1.12,55.0,3.0,5.0,Muffin (77g),170.0,,32.0,14.0,,17.0,0.0,0.4
